"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2022-10-01,"Blood","Stage I",60,0.148148148148148,0.0609137055837563,73.5,0.0708661417322835,NA,NA
2022-10-01,"Blood","Stage II",78,0.192592592592593,0.0791878172588832,68.25,0.0658042744656918,NA,NA
2022-10-01,"Blood","Stage III",100,0.246913580246914,0.101522842639594,94.9166666666667,0.0915153462959987,NA,NA
2022-10-01,"Blood","Stage IV",167,0.412345679012346,0.169543147208122,181.583333333333,0.175076329744496,NA,NA
2022-10-01,"Blood","Unknown stage",580,NA,0.588832487309645,618.916666666667,0.59673790776153,NA,NA
2022-10-01,"Blood","Total",985,NA,NA,1037.16666666667,1,NA,NA
2022-10-01,"Blood","TotalKnown",405,NA,NA,418.25,NA,NA,NA
2022-10-01,"Blood","Early stages (I+II)",138,0.340740740740741,0.14010152284264,141.75,0.136670416197975,29.5198144044323,38.5558248476658
2022-10-01,"Blood","Late stages (III+IV)",267,0.659259259259259,0.271065989847716,276.5,0.266591676040495,61.4441751523342,70.4801855955677
2022-10-01,"Bowel","Stage I",634,0.244976816074189,0.197139303482587,573.916666666667,0.183067517278044,NA,NA
2022-10-01,"Bowel","Stage II",673,0.260046367851623,0.209266169154229,653.166666666667,0.208346624136098,NA,NA
2022-10-01,"Bowel","Stage III",788,0.304482225656878,0.245024875621891,803.666666666667,0.256353003721425,NA,NA
2022-10-01,"Bowel","Stage IV",493,0.190494590417311,0.153296019900498,471,0.150239234449761,NA,NA
2022-10-01,"Bowel","Unknown stage",628,NA,0.195273631840796,633.25,0.201993620414673,NA,NA
2022-10-01,"Bowel","Total",3216,NA,NA,3135,1,NA,NA
2022-10-01,"Bowel","TotalKnown",2588,NA,NA,2501.75,NA,NA,NA
2022-10-01,"Bowel","Early stages (I+II)",1307,0.505023183925811,0.406405472636816,1227.08333333333,0.391414141414141,47.0930348352879,51.0078792955525
2022-10-01,"Bowel","Late stages (III+IV)",1281,0.494976816074189,0.398320895522388,1274.66666666667,0.406592238171186,48.9921207044475,52.9069651647121
2022-10-01,"Breast","Stage I",1396,0.450613298902518,0.358961172537927,1387.75,0.342020948860136,NA,NA
2022-10-01,"Breast","Stage II",1289,0.416074887023886,0.331447672923631,1347.58333333333,0.332121585541179,NA,NA
2022-10-01,"Breast","Stage III",294,0.0948999354422208,0.0755978400617125,319.083333333333,0.0786403779010064,NA,NA
2022-10-01,"Breast","Stage IV",119,0.0384118786313751,0.0305991257392646,152.333333333333,0.0375436434586157,NA,NA
2022-10-01,"Breast","Unknown stage",791,NA,0.203394188737465,850.75,0.209673444239063,NA,NA
2022-10-01,"Breast","Total",3889,NA,NA,4057.5,1,NA,NA
2022-10-01,"Breast","TotalKnown",3098,NA,NA,3206.75,NA,NA,NA
2022-10-01,"Breast","Early stages (I+II)",2685,0.866688185926404,0.690408845461558,2735.33333333333,0.674142534401314,84.0313825200693,86.482623877314
2022-10-01,"Breast","Late stages (III+IV)",413,0.133311814073596,0.106196965800977,471.416666666667,0.116184021359622,13.517376122686,15.9686174799307
2022-10-01,"Cervical","Stage I",74,0.5,0.368159203980099,78.5833333333333,0.36592937524253,NA,NA
2022-10-01,"Cervical","Stage II",25,0.168918918918919,0.124378109452736,24.1666666666667,0.112533954210322,NA,NA
2022-10-01,"Cervical","Stage III",27,0.182432432432432,0.134328358208955,32.1666666666667,0.149786573535118,NA,NA
2022-10-01,"Cervical","Stage IV",22,0.148648648648649,0.109452736318408,23.0833333333333,0.107489328676756,NA,NA
2022-10-01,"Cervical","Unknown stage",53,NA,0.263681592039801,56.75,0.264260768335274,NA,NA
2022-10-01,"Cervical","Total",201,NA,NA,214.75,1,NA,NA
2022-10-01,"Cervical","TotalKnown",148,NA,NA,158,NA,NA,NA
2022-10-01,"Cervical","Early stages (I+II)",99,0.668918918918919,0.492537313432836,102.75,0.478463329452852,57.3193132251315,72.0303975017261
2022-10-01,"Cervical","Late stages (III+IV)",49,0.331081081081081,0.243781094527363,55.25,0.257275902211874,27.969602498274,42.6806867748685
2022-10-01,"Colon","Stage I",391,0.221906923950057,0.176523702031603,348.333333333333,0.159468945521135,NA,NA
2022-10-01,"Colon","Stage II",505,0.286606129398411,0.227990970654628,492.5,0.225469250724859,NA,NA
2022-10-01,"Colon","Stage III",523,0.296821793416572,0.236117381489842,545.25,0.249618495345643,NA,NA
2022-10-01,"Colon","Stage IV",343,0.19466515323496,0.154853273137698,337.75,0.154623836410804,NA,NA
2022-10-01,"Colon","Unknown stage",453,NA,0.20451467268623,460.5,0.210819471997558,NA,NA
2022-10-01,"Colon","Total",2215,NA,NA,2184.33333333333,1,NA,NA
2022-10-01,"Colon","TotalKnown",1762,NA,NA,1723.83333333333,NA,NA,NA
2022-10-01,"Colon","Early stages (I+II)",896,0.508513053348468,0.40451467268623,840.833333333333,0.384938196245994,46.4226817665206,51.1366582864708
2022-10-01,"Colon","Late stages (III+IV)",866,0.491486946651532,0.390970654627539,883,0.404242331756447,48.8633417135292,53.5773182334794
2022-10-01,"Gynaecological","Stage I",518,0.556989247311828,0.403426791277259,540.333333333333,0.393709393405793,NA,NA
2022-10-01,"Gynaecological","Stage II",85,0.0913978494623656,0.0661993769470405,82.0833333333333,0.0598093387576659,NA,NA
2022-10-01,"Gynaecological","Stage III",183,0.196774193548387,0.142523364485981,211,0.15374339668468,NA,NA
2022-10-01,"Gynaecological","Stage IV",144,0.154838709677419,0.11214953271028,150.083333333333,0.109356973708179,NA,NA
2022-10-01,"Gynaecological","Unknown stage",354,NA,0.275700934579439,388.916666666667,0.283380897443682,NA,NA
2022-10-01,"Gynaecological","Total",1284,NA,NA,1372.41666666667,1,NA,NA
2022-10-01,"Gynaecological","TotalKnown",930,NA,NA,983.5,NA,NA,NA
2022-10-01,"Gynaecological","Early stages (I+II)",603,0.648387096774194,0.469626168224299,622.416666666667,0.453518732163459,60.2270875835211,66.241296884551
2022-10-01,"Gynaecological","Late stages (III+IV)",327,0.351612903225806,0.254672897196262,361.083333333333,0.263100370392859,33.758703115449,39.7729124164789
2022-10-01,"Hodgkin Lymphoma","Stage I",4,0.0571428571428571,0.0273972602739726,7.66666666666667,0.0519187358916479,NA,NA
2022-10-01,"Hodgkin Lymphoma","Stage II",31,0.442857142857143,0.212328767123288,23.9166666666667,0.16196388261851,NA,NA
2022-10-01,"Hodgkin Lymphoma","Stage III",15,0.214285714285714,0.102739726027397,14.6666666666667,0.0993227990970654,NA,NA
2022-10-01,"Hodgkin Lymphoma","Stage IV",20,0.285714285714286,0.136986301369863,24.25,0.164221218961625,NA,NA
2022-10-01,"Hodgkin Lymphoma","Unknown stage",76,NA,0.520547945205479,77.1666666666667,0.522573363431151,NA,NA
2022-10-01,"Hodgkin Lymphoma","Total",146,NA,NA,147.666666666667,1,NA,NA
2022-10-01,"Hodgkin Lymphoma","TotalKnown",70,NA,NA,70.5,NA,NA,NA
2022-10-01,"Hodgkin Lymphoma","Early stages (I+II)",35,0.5,0.23972602739726,31.5833333333333,0.213882618510158,33.760399073392,56.3752083660305
2022-10-01,"Hodgkin Lymphoma","Late stages (III+IV)",35,0.5,0.23972602739726,38.9166666666667,0.263544018058691,43.6247916339695,66.239600926608
2022-10-01,"Kidney","Stage I",256,0.505928853754941,0.329472329472329,226.5,0.297699890470975,NA,NA
2022-10-01,"Kidney","Stage II",49,0.0968379446640316,0.0630630630630631,34,0.0446878422782037,NA,NA
2022-10-01,"Kidney","Stage III",117,0.231225296442688,0.150579150579151,118.583333333333,0.155859802847755,NA,NA
2022-10-01,"Kidney","Stage IV",84,0.16600790513834,0.108108108108108,77.0833333333333,0.1013143483023,NA,NA
2022-10-01,"Kidney","Unknown stage",271,NA,0.348777348777349,304.666666666667,0.400438116100767,NA,NA
2022-10-01,"Kidney","Total",777,NA,NA,760.833333333333,1,NA,NA
2022-10-01,"Kidney","TotalKnown",506,NA,NA,456.166666666667,NA,NA,NA
2022-10-01,"Kidney","Early stages (I+II)",305,0.602766798418972,0.392535392535392,260.5,0.342387732749178,52.5238220659098,61.5701318755874
2022-10-01,"Kidney","Late stages (III+IV)",201,0.397233201581028,0.258687258687259,195.666666666667,0.257174151150055,38.4298681244126,47.4761779340902
2022-10-01,"Lung","Stage I",695,0.258460394198587,0.224121251209287,635.166666666667,0.201597545493017,NA,NA
2022-10-01,"Lung","Stage II",221,0.0821866865005578,0.0712673331183489,223.666666666667,0.0709902666102412,NA,NA
2022-10-01,"Lung","Stage III",545,0.202677575306805,0.175749758142535,566.25,0.179723867964452,NA,NA
2022-10-01,"Lung","Stage IV",1228,0.45667534399405,0.396001289906482,1285,0.407850190435887,NA,NA
2022-10-01,"Lung","Unknown stage",412,NA,0.132860367623347,440.583333333333,0.139838129496403,NA,NA
2022-10-01,"Lung","Total",3101,NA,NA,3150.66666666667,1,NA,NA
2022-10-01,"Lung","TotalKnown",2689,NA,NA,2710.08333333333,NA,NA,NA
2022-10-01,"Lung","Early stages (I+II)",916,0.340647080699145,0.295388584327636,858.833333333333,0.272587812103259,29.9655519159841,33.4668663464619
2022-10-01,"Lung","Late stages (III+IV)",1773,0.659352919300855,0.571751048049016,1851.25,0.587574058400339,66.5331336535381,70.0344480840159
2022-10-01,"Melanoma Skin","Stage I",846,0.671961874503574,0.557312252964427,685.333333333333,0.516972592406336,NA,NA
2022-10-01,"Melanoma Skin","Stage II",321,0.254964257347101,0.211462450592885,311.416666666667,0.234913251194368,NA,NA
2022-10-01,"Melanoma Skin","Stage III",65,0.0516282764098491,0.0428194993412385,59.8333333333333,0.0451345235101836,NA,NA
2022-10-01,"Melanoma Skin","Stage IV",27,0.0214455917394758,0.0177865612648221,24.1666666666667,0.0182298214734725,NA,NA
2022-10-01,"Melanoma Skin","Unknown stage",259,NA,0.170619235836627,244.916666666667,0.18474981141564,NA,NA
2022-10-01,"Melanoma Skin","Total",1518,NA,NA,1325.66666666667,1,NA,NA
2022-10-01,"Melanoma Skin","TotalKnown",1259,NA,NA,1080.75,NA,NA,NA
2022-10-01,"Melanoma Skin","Early stages (I+II)",1167,0.926926131850675,0.768774703557312,996.75,0.751885843600704,90.4776602569303,93.6784514823653
2022-10-01,"Melanoma Skin","Late stages (III+IV)",92,0.0730738681493249,0.0606060606060606,84,0.063364344983656,6.32154851763467,9.5223397430697
2022-10-01,"Non-Hodgkin Lymphoma","Stage I",51,0.158878504672897,0.066147859922179,59.4166666666667,0.0719620508679855,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Stage II",44,0.137071651090343,0.0570687418936446,43.4166666666667,0.0525837706903512,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Stage III",83,0.258566978193146,0.107652399481193,79,0.095680258377069,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Stage IV",143,0.445482866043614,0.185473411154345,149.5,0.18106580540977,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Unknown stage",450,NA,0.583657587548638,494.333333333333,0.598708114654824,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Total",771,NA,NA,825.666666666667,1,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","TotalKnown",321,NA,NA,331.333333333333,NA,NA,NA
2022-10-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",95,0.29595015576324,0.123216601815824,102.833333333333,0.124545821558337,26.2959210823699,36.2112036751156
2022-10-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",226,0.70404984423676,0.293125810635538,228.5,0.276746063786839,63.7887963248844,73.7040789176301
2022-10-01,"Oesophageal","Stage I",22,0.0408921933085502,0.0322108345534407,22.9166666666667,0.0318766662802828,NA,NA
2022-10-01,"Oesophageal","Stage II",127,0.236059479553903,0.185944363103953,131.583333333333,0.183030022023879,NA,NA
2022-10-01,"Oesophageal","Stage III",143,0.265799256505576,0.209370424597365,150.583333333333,0.209458676248986,NA,NA
2022-10-01,"Oesophageal","Stage IV",246,0.45724907063197,0.360175695461201,253.666666666667,0.352845716935203,NA,NA
2022-10-01,"Oesophageal","Unknown stage",145,NA,0.212298682284041,160.166666666667,0.222788918511649,NA,NA
2022-10-01,"Oesophageal","Total",683,NA,NA,718.916666666667,1,NA,NA
2022-10-01,"Oesophageal","TotalKnown",538,NA,NA,558.75,NA,NA,NA
2022-10-01,"Oesophageal","Early stages (I+II)",149,0.276951672862454,0.218155197657394,154.5,0.214906688304161,24.1045341060037,31.5026838699808
2022-10-01,"Oesophageal","Late stages (III+IV)",389,0.723048327137547,0.569546120058565,404.25,0.562304393184189,68.4973161300192,75.8954658939963
2022-10-01,"Oesophago-gastric","Stage I",56,0.0747663551401869,0.0550639134709931,52.5833333333333,0.0495757385292269,NA,NA
2022-10-01,"Oesophago-gastric","Stage II",162,0.216288384512684,0.15929203539823,165.166666666667,0.155719673161534,NA,NA
2022-10-01,"Oesophago-gastric","Stage III",180,0.240320427236315,0.176991150442478,196.916666666667,0.185653676932747,NA,NA
2022-10-01,"Oesophago-gastric","Stage IV",351,0.468624833110814,0.345132743362832,353.583333333333,0.333359522313011,NA,NA
2022-10-01,"Oesophago-gastric","Unknown stage",268,NA,0.263520157325467,292.416666666667,0.275691389063482,NA,NA
2022-10-01,"Oesophago-gastric","Total",1017,NA,NA,1060.66666666667,1,NA,NA
2022-10-01,"Oesophago-gastric","TotalKnown",749,NA,NA,768.25,NA,NA,NA
2022-10-01,"Oesophago-gastric","Early stages (I+II)",218,0.29105473965287,0.214355948869223,217.75,0.20529541169076,25.2707198472897,31.6320542737648
2022-10-01,"Oesophago-gastric","Late stages (III+IV)",531,0.70894526034713,0.52212389380531,550.5,0.519013199245757,68.3679457262352,74.7292801527103
2022-10-01,"Ovarian","Stage I",92,0.329749103942652,0.207207207207207,93.75,0.195584144645341,NA,NA
2022-10-01,"Ovarian","Stage II",27,0.0967741935483871,0.0608108108108108,22.25,0.0464186369958275,NA,NA
2022-10-01,"Ovarian","Stage III",87,0.311827956989247,0.195945945945946,104.416666666667,0.217837273991655,NA,NA
2022-10-01,"Ovarian","Stage IV",73,0.261648745519713,0.164414414414414,84.0833333333333,0.175417246175243,NA,NA
2022-10-01,"Ovarian","Unknown stage",165,NA,0.371621621621622,174.833333333333,0.364742698191933,NA,NA
2022-10-01,"Ovarian","Total",444,NA,NA,479.333333333333,1,NA,NA
2022-10-01,"Ovarian","TotalKnown",279,NA,NA,304.5,NA,NA,NA
2022-10-01,"Ovarian","Early stages (I+II)",119,0.426523297491039,0.268018018018018,116,0.242002781641168,32.8211471730151,43.6659589471645
2022-10-01,"Ovarian","Late stages (III+IV)",160,0.573476702508961,0.36036036036036,188.5,0.393254520166898,56.3340410528356,67.1788528269849
2022-10-01,"Pancreatic","Stage I",54,0.118161925601751,0.0705882352941176,52,0.0680851063829787,NA,NA
2022-10-01,"Pancreatic","Stage II",71,0.155361050328228,0.0928104575163399,62.75,0.0821603927986907,NA,NA
2022-10-01,"Pancreatic","Stage III",65,0.142231947483589,0.0849673202614379,68.4166666666667,0.0895799236224768,NA,NA
2022-10-01,"Pancreatic","Stage IV",267,0.584245076586433,0.349019607843137,234.583333333333,0.307146753955265,NA,NA
2022-10-01,"Pancreatic","Unknown stage",308,NA,0.402614379084967,346,0.453027823240589,NA,NA
2022-10-01,"Pancreatic","Total",765,NA,NA,763.75,1,NA,NA
2022-10-01,"Pancreatic","TotalKnown",457,NA,NA,417.75,NA,NA,NA
2022-10-01,"Pancreatic","Early stages (I+II)",125,0.273522975929978,0.163398692810458,114.75,0.150245499181669,23.4082163221482,31.9395507966197
2022-10-01,"Pancreatic","Late stages (III+IV)",332,0.726477024070022,0.433986928104575,303,0.396726677577741,68.0604492033803,76.5917836778518
2022-10-01,"Prostate","Stage I",1288,0.364459535936616,0.296774193548387,1150,0.284847358969596,NA,NA
2022-10-01,"Prostate","Stage II",546,0.154499151103565,0.125806451612903,499.25,0.123660907796148,NA,NA
2022-10-01,"Prostate","Stage III",1039,0.294001131861913,0.239400921658986,912.5,0.226020187008484,NA,NA
2022-10-01,"Prostate","Stage IV",661,0.187040181097906,0.152304147465438,565.5,0.140070592606353,NA,NA
2022-10-01,"Prostate","Unknown stage",806,NA,0.185714285714286,910,0.225400953619419,NA,NA
2022-10-01,"Prostate","Total",4340,NA,NA,4037.25,1,NA,NA
2022-10-01,"Prostate","TotalKnown",3534,NA,NA,3127.25,NA,NA,NA
2022-10-01,"Prostate","Early stages (I+II)",1834,0.518958687040181,0.42258064516129,1649.25,0.408508266765744,50.9859550339711,54.4833837653656
2022-10-01,"Prostate","Late stages (III+IV)",1700,0.481041312959819,0.391705069124424,1478,0.366090779614837,45.5166162346344,49.0140449660289
2022-10-01,"Rectal","Stage I",243,0.294188861985472,0.242757242757243,225.583333333333,0.237289621318373,NA,NA
2022-10-01,"Rectal","Stage II",168,0.203389830508475,0.167832167832168,160.666666666667,0.169004207573633,NA,NA
2022-10-01,"Rectal","Stage III",265,0.320823244552058,0.264735264735265,258.416666666667,0.271826788218794,NA,NA
2022-10-01,"Rectal","Stage IV",150,0.181598062953995,0.14985014985015,133.25,0.140164796633941,NA,NA
2022-10-01,"Rectal","Unknown stage",175,NA,0.174825174825175,172.75,0.181714586255259,NA,NA
2022-10-01,"Rectal","Total",1001,NA,NA,950.666666666667,1,NA,NA
2022-10-01,"Rectal","TotalKnown",826,NA,NA,777.916666666667,NA,NA,NA
2022-10-01,"Rectal","Early stages (I+II)",411,0.497578692493947,0.410589410589411,386.25,0.406293828892006,46.1486926728668,53.1584246451285
2022-10-01,"Rectal","Late stages (III+IV)",415,0.502421307506053,0.414585414585415,391.666666666667,0.411991584852735,46.8415753548716,53.8513073271332
2022-10-01,"Stomach","Stage I",34,0.161137440758294,0.101796407185629,29.6666666666667,0.0868080955864423,NA,NA
2022-10-01,"Stomach","Stage II",35,0.165876777251185,0.104790419161677,33.5833333333333,0.0982687149475738,NA,NA
2022-10-01,"Stomach","Stage III",37,0.175355450236967,0.110778443113772,46.3333333333333,0.135576688612534,NA,NA
2022-10-01,"Stomach","Stage IV",105,0.497630331753554,0.31437125748503,99.9166666666667,0.292367715191417,NA,NA
2022-10-01,"Stomach","Unknown stage",123,NA,0.368263473053892,132.25,0.386978785662034,NA,NA
2022-10-01,"Stomach","Total",334,NA,NA,341.75,1,NA,NA
2022-10-01,"Stomach","TotalKnown",211,NA,NA,209.5,NA,NA,NA
2022-10-01,"Stomach","Early stages (I+II)",69,0.327014218009479,0.206586826347305,63.25,0.185076810534016,24.3769591295706,36.7182726838771
2022-10-01,"Stomach","Late stages (III+IV)",142,0.672985781990521,0.425149700598802,146.25,0.42794440380395,63.2817273161229,75.6230408704294
2022-10-01,"Urological excl. prostate","Stage I",448,0.470588235294118,0.29242819843342,421.25,0.272786142140198,NA,NA
2022-10-01,"Urological excl. prostate","Stage II",200,0.210084033613445,0.130548302872063,191.083333333333,0.123738600183476,NA,NA
2022-10-01,"Urological excl. prostate","Stage III",185,0.194327731092437,0.120757180156658,174.75,0.113161728994658,NA,NA
2022-10-01,"Urological excl. prostate","Stage IV",119,0.125,0.0776762402088773,109.166666666667,0.0706923533538395,NA,NA
2022-10-01,"Urological excl. prostate","Unknown stage",580,NA,0.378590078328982,648,0.419621175327829,NA,NA
2022-10-01,"Urological excl. prostate","Total",1532,NA,NA,1544.25,1,NA,NA
2022-10-01,"Urological excl. prostate","TotalKnown",952,NA,NA,896.25,NA,NA,NA
2022-10-01,"Urological excl. prostate","Early stages (I+II)",648,0.680672268907563,0.422976501305483,612.333333333333,0.396524742323674,65.2032707096293,71.2837621855568
2022-10-01,"Urological excl. prostate","Late stages (III+IV)",304,0.319327731092437,0.198433420365535,283.916666666667,0.183854082348497,28.7162378144432,34.7967292903708
2022-10-01,"Uterine","Stage I",352,0.699801192842942,0.550860719874804,368,0.542506142506142,NA,NA
2022-10-01,"Uterine","Stage II",33,0.0656063618290258,0.0516431924882629,35.6666666666667,0.0525798525798526,NA,NA
2022-10-01,"Uterine","Stage III",69,0.137176938369781,0.107981220657277,74.4166666666667,0.10970515970516,NA,NA
2022-10-01,"Uterine","Stage IV",49,0.0974155069582505,0.0766823161189358,42.9166666666667,0.0632678132678133,NA,NA
2022-10-01,"Uterine","Unknown stage",136,NA,0.21283255086072,157.333333333333,0.231941031941032,NA,NA
2022-10-01,"Uterine","Total",639,NA,NA,678.333333333333,1,NA,NA
2022-10-01,"Uterine","TotalKnown",503,NA,NA,521,NA,NA,NA
2022-10-01,"Uterine","Early stages (I+II)",385,0.765407554671968,0.602503912363067,403.666666666667,0.595085995085995,73.6987205926645,80.8574369899924
2022-10-01,"Uterine","Late stages (III+IV)",118,0.234592445328032,0.184663536776213,117.333333333333,0.172972972972973,19.1425630100076,26.3012794073355
2022-09-01,"All Cancers Combined","Stage I",5730,0.348518946536099,0.260810195721438,5506.25,0.256988172515587,NA,NA
2022-09-01,"All Cancers Combined","Stage II",3671,0.223283255276443,0.167091488393264,3580,0.167086067215582,NA,NA
2022-09-01,"All Cancers Combined","Stage III",3496,0.212639133872635,0.159126081019572,3391,0.158265042996659,NA,NA
2022-09-01,"All Cancers Combined","Stage IV",3544,0.215558664314823,0.161310878470642,3512.33333333333,0.163927922742141,NA,NA
2022-09-01,"All Cancers Combined","Unknown stage",5529,NA,0.251661356395084,5436.5,0.253732794530032,NA,NA
2022-09-01,"All Cancers Combined","Total",21970,NA,NA,21426.0833333333,1,NA,NA
2022-09-01,"All Cancers Combined","TotalKnown",16441,NA,NA,15989.5833333333,NA,NA,NA
2022-09-01,"All Cancers Combined","Early stages (I+II)",9401,0.571802201812542,0.427901684114702,9086.25,0.424074239731169,56.0567695989952,57.5920685644078
2022-09-01,"All Cancers Combined","Late stages (III+IV)",7040,0.428197798187458,0.320436959490214,6903.33333333333,0.3221929657388,42.4079314355923,43.9432304010048
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",2762,0.444838138186503,0.342764954082899,2645.83333333333,0.338406770267102,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",1970,0.317281365759382,0.244477537850583,1899.58333333333,0.242960073330349,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",829,0.133515864068288,0.102879126334078,787,0.100658694122914,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",648,0.104364631985827,0.0804169769173492,680.916666666667,0.0870904478693696,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",1849,NA,0.229461404815091,1805.16666666667,0.230884014410266,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Total",8058,NA,NA,7818.5,1,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",6209,NA,NA,6013.33333333333,NA,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",4732,0.762119503945885,0.587242491933482,4545.41666666667,0.58136684359745,74.4871490273541,76.6581160896381
2022-09-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",1477,0.237880496054115,0.183296103251427,1467.91666666667,0.187749141992283,23.3418839103619,25.512850972646
2022-09-01,"All Cancers Combined (excluding Lung)","Stage I",3943,0.422932532446637,0.325008242664029,3773.25,0.319879901095019,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Stage II",2451,0.262898208731095,0.202027695351137,2385.58333333333,0.202239491345814,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Stage III",1733,0.185884371983267,0.142845367622816,1678.33333333333,0.142281879194631,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Stage IV",1196,0.128284886839,0.0985822617870096,1232.41666666667,0.104478982691628,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Unknown stage",2809,NA,0.231536432575008,2726.25,0.231119745672907,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Total",12132,NA,NA,11795.8333333333,1,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","TotalKnown",9323,NA,NA,9069.58333333333,NA,NA,NA
2022-09-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",6394,0.685830741177732,0.527035938015166,6158.83333333333,0.522119392440834,66.9382877327909,68.8594778048925
2022-09-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",2929,0.314169258822268,0.241427629409825,2910.75,0.246760861886259,31.1405221951075,33.0617122672091
2022-09-01,"All Cancers Combined (excluding Prostate)","Stage I",3398,0.378185865331107,0.301027639971651,3272.91666666667,0.298508029885005,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Stage II",2176,0.242181413466889,0.192771084337349,2120.75,0.193424082814602,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Stage III",1400,0.155815247634947,0.124025513819986,1355.25,0.123606265818455,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Stage IV",2011,0.223817473567056,0.178153791637137,1965.25,0.179241626194222,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Unknown stage",2303,NA,0.204021970233877,2250.08333333333,0.205219995287715,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Total",11288,NA,NA,10964.25,1,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","TotalKnown",8985,NA,NA,8714.16666666667,NA,NA,NA
2022-09-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",5574,0.620367278797997,0.493798724309001,5393.66666666667,0.491932112699607,60.8706961403555,62.9095829879204
2022-09-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",3411,0.379632721202003,0.302179305457123,3320.5,0.302847892012678,37.0904170120796,39.1293038596445
2022-09-01,"Bladder","Stage I",194,0.422657952069717,0.241293532338308,191.5,0.24444208062972,NA,NA
2022-09-01,"Bladder","Stage II",181,0.394335511982571,0.225124378109453,158,0.201680672268908,NA,NA
2022-09-01,"Bladder","Stage III",53,0.115468409586057,0.0659203980099503,54.3333333333333,0.0693543240080842,NA,NA
2022-09-01,"Bladder","Stage IV",31,0.0675381263616558,0.0385572139303483,32.4166666666667,0.0413785767471546,NA,NA
2022-09-01,"Bladder","Unknown stage",345,NA,0.42910447761194,347.166666666667,0.443144346346133,NA,NA
2022-09-01,"Bladder","Total",804,NA,NA,783.416666666667,1,NA,NA
2022-09-01,"Bladder","TotalKnown",459,NA,NA,436.25,NA,NA,NA
2022-09-01,"Bladder","Early stages (I+II)",375,0.816993464052288,0.466417910447761,349.5,0.446122752898628,76.1134350919079,83.5900639726017
2022-09-01,"Bladder","Late stages (III+IV)",84,0.183006535947712,0.104477611940299,86.75,0.110732900755239,16.4099360273983,23.8865649080921
2022-09-01,"Blood","Stage I",87,0.197727272727273,0.0825426944971537,73.5,0.0706900697283001,NA,NA
2022-09-01,"Blood","Stage II",66,0.15,0.0626185958254269,66.6666666666667,0.0641179770778232,NA,NA
2022-09-01,"Blood","Stage III",102,0.231818181818182,0.0967741935483871,93.25,0.0896850204376052,NA,NA
2022-09-01,"Blood","Stage IV",185,0.420454545454545,0.175521821631879,180.5,0.173599422938206,NA,NA
2022-09-01,"Blood","Unknown stage",614,NA,0.582542694497154,625.833333333333,0.601907509818065,NA,NA
2022-09-01,"Blood","Total",1054,NA,NA,1039.75,1,NA,NA
2022-09-01,"Blood","TotalKnown",440,NA,NA,413.916666666667,NA,NA,NA
2022-09-01,"Blood","Early stages (I+II)",153,0.347727272727273,0.145161290322581,140.166666666667,0.134808046806123,29.4713755836832,38.5523862097006
2022-09-01,"Blood","Late stages (III+IV)",287,0.652272727272727,0.272296015180266,273.75,0.263284443375811,61.4476137902994,70.5286244163168
2022-09-01,"Bowel","Stage I",573,0.224090731325772,0.177344475394615,569.5,0.181138676844784,NA,NA
